--- LS Page 3 Word Coords ---
  Shunt: x0=46.68, x1=63.95, top=666.27, bottom=673.58
  for: x0=65.78, x1=74.2, top=666.27, bottom=673.58
  LA/LC: x0=75.93, x1=96.42, top=666.27, bottom=673.58
  520,000: x0=252.95, x1=276.98, top=666.27, bottom=673.58
  BK40S-T2: x0=299.05, x1=330.88, top=666.27, bottom=673.58
  1P: x0=332.71, x1=340.49, top=666.27, bottom=673.58
  385V: x0=429.07, x1=445.53, top=666.27, bottom=673.58
  80KA: x0=495.78, x1=513.69, top=666.27, bottom=673.58
  2,300,000: x0=525.15, x1=554.74, top=666.27, bottom=673.58
  Auxiliary: x0=46.68, x1=74.59, top=682.95, bottom=690.26
  switch:: x0=76.05, x1=97.28, top=682.95, bottom=690.26
  AX: x0=98.84, x1=109.3, top=682.95, bottom=690.26
  for: x0=111.06, x1=119.5, top=682.95, bottom=690.26
  LB: x0=121.26, x1=130.29, top=682.95, bottom=690.26
  354,000: x0=252.91, x1=276.95, top=682.95, bottom=690.26
  BK40S-T2: x0=298.94, x1=330.77, top=682.95, bottom=690.26
  2P: x0=332.67, x1=340.45, top=682.95, bottom=690.26
  385V: x0=429.03, x1=445.49, top=682.95, bottom=690.26
  80KA: x0=495.74, x1=513.65, top=682.95, bottom=690.26
  2,760,000: x0=525.11, x1=554.7, top=682.95, bottom=690.26
  Alarm: x0=46.68, x1=65.15, top=699.63, bottom=706.94
  switch:: x0=66.91, x1=88.17, top=699.63, bottom=706.94
  AL: x0=89.72, x1=99.29, top=699.63, bottom=706.94
  for: x0=100.9, x1=109.32, top=699.63, bottom=706.94
  LB: x0=111.06, x1=120.16, top=699.63, bottom=706.94
  354,000: x0=252.87, x1=276.98, top=699.63, bottom=706.94
  BK40S-T2: x0=298.97, x1=330.8, top=699.63, bottom=706.94
  3P: x0=332.7, x1=340.48, top=699.63, bottom=706.94
  385V: x0=429.06, x1=445.44, top=699.63, bottom=706.94
  80KA: x0=495.77, x1=513.61, top=699.63, bottom=706.94
  4,400,000: x0=525.14, x1=554.73, top=699.63, bottom=706.94
  Shunt: x0=46.68, x1=63.95, top=716.31, bottom=723.62
  for: x0=65.78, x1=74.2, top=716.31, bottom=723.62
  LB: x0=75.93, x1=84.96, top=716.31, bottom=723.62
  550,000: x0=252.96, x1=277.0, top=716.31, bottom=723.62
  BK40S-T2: x0=298.99, x1=330.82, top=716.31, bottom=723.62
  4P: x0=332.72, x1=340.5, top=716.31, bottom=723.62
  385V: x0=429.08, x1=445.54, top=716.31, bottom=723.62
  80KA: x0=495.79, x1=513.63, top=716.31, bottom=723.62
  6,800,000: x0=525.16, x1=554.75, top=716.31, bottom=723.62
  -: x0=46.68, x1=49.11, top=733.23, bottom=740.54
  GHI: x0=50.87, x1=65.11, top=733.23, bottom=740.54
  CHÚ:: x0=66.94, x1=85.61, top=733.23, bottom=740.54
  Giá: x0=87.34, x1=98.79, top=733.23, bottom=740.54
  này: x0=100.69, x1=112.09, top=733.23, bottom=740.54
  chưa: x0=113.99, x1=129.36, top=733.23, bottom=740.54
  bao: x0=131.26, x1=142.59, top=733.23, bottom=740.54
  gồm: x0=144.34, x1=157.73, top=733.23, bottom=740.54
  VAT: x0=159.46, x1=174.72, top=733.23, bottom=740.54
